Sample_file	Query_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Contig_name
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002364715.1_genomic.fna.gz	1.3088	2.6216	97.73	97.73	NA-NA	7.000	HIGH	NA-NA	7	7.095	13447/27370	DEZC01000015.1 TPA_asm: Neorhizobium sp. UBA3142 UBA3142_contig_10, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001652465.1_genomic.fna	1.1218	1.1292	98.20	98.20	NA-NA	6.000	HIGH	NA-NA	6	5.889	7464/13107	NZ_CP015810.1 Microbacterium chocolatum strain SIT 101 chromosome, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000691385.1_genomic.fna	1.1218	0.3022	98.92	98.92	NA-NA	6.000	HIGH	NA-NA	6	6.154	2547/3569	NZ_JFKG01000001.1 Mycoplasma hyosynoviae strain NPL7 contig0001, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_001898885.1_genomic.fna.gz	1.1218	1.3608	99.19	99.19	NA-NA	6.000	HIGH	NA-NA	6	5.916	12884/16566	MKVO01000001.1 Micrococcales bacterium 73-15 SCNpilot_expt_1000_bf_scaffold_1646, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002430285.1_genomic.fna	1.1218	0.8681	99.19	99.19	NA-NA	6.000	HIGH	NA-NA	6	6.523	8226/10588	DJCA01000229.1 TPA_asm: Clostridiales bacterium UBA5962 UBA5962_contig_1004, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002313655.1_genomic.fna.gz	1.1218	1.4693	98.12	98.12	NA-NA	6.000	HIGH	NA-NA	6	6.459	9878/17799	DCCB01000014.1 TPA_asm: Alcanivorax sp. UBA1092 UBA1092_contig_1073, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002724845.1_genomic.fna	0.9348	0.3989	97.99	97.99	NA-NA	5.000	HIGH	NA-NA	5	4.844	3056/5728	PBPY01000012.1 Synechococcus sp. RS344 10097, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000496855.1_genomic.fna.gz	0.9348	1.1838	99.26	99.26	NA-NA	5.000	HIGH	NA-NA	5	4.958	13840/17399	NZ_KI543241.1 Sediminibacillus halophilus NSP9.3 scaffold00001, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002396605.1_genomic.fna.gz	0.7479	0.7533	99.77	99.77	NA-NA	4.000	HIGH	NA-NA	4	4.690	12650/13593	DGYF01000101.1 TPA_asm: Flavobacteriales bacterium UBA5013 UBA5013_contig_10002, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/archaea/RS_GCF_000213215.1_genomic.fna	0.7479	0.5079	96.93	96.93	NA-NA	4.000	HIGH	NA-NA	4	4.098	3491/9192	NC_015518.1 Acidianus hospitalis W1, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002279275.1_genomic.fna.gz	0.7479	0.4344	99.04	99.04	NA-NA	4.000	HIGH	NA-NA	4	4.658	5827/7858	NCBQ01000097.1 Deltaproteobacteria bacterium 37-65-8 04302015_37_scaffold_1035, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002426785.1_genomic.fna	0.7479	0.5400	98.48	98.48	NA-NA	4.000	HIGH	NA-NA	4	3.865	6111/9814	DINO01000004.1 TPA_asm: Flavobacteriales bacterium UBA5538 UBA5538_contig_10670, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002427685.1_genomic.fna.gz	0.5609	0.3897	99.33	99.33	NA-NA	3.000	HIGH	NA-NA	3	2.872	7660/9436	DIKA01000184.1 TPA_asm: Spirochaetaceae bacterium UBA5630 UBA5630_contig_100111, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000155495.1_genomic.fna.gz	0.5609	0.3478	97.73	97.73	NA-NA	3.000	HIGH	NA-NA	3	3.034	4025/8193	NZ_DS990484.1 Helicobacter pullorum MIT 98-5489 supercont2.44, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_003185945.1_genomic.fna.gz	0.5609	0.4406	99.28	99.28	NA-NA	3.000	HIGH	NA-NA	3	3.508	8462/10602	NZ_QHLO01000001.1 Auritidibacter sp. NML120636 NODE_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000498295.1_genomic.fna.gz	0.5609	0.3259	97.81	97.81	NA-NA	3.000	HIGH	NA-NA	3	2.931	3982/7922	NZ_AYSH01000001.1 Vagococcus lutrae LBD1 adhBo-supercont1.1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002205495.1_genomic.fna	0.5609	0.7059	98.32	98.32	NA-NA	3.000	HIGH	NA-NA	3	3.577	9846/16664	NZ_CP021992.1 Cryobacterium sp. LW097 chromosome, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000480335.1_genomic.fna.gz	0.5609	0.7785	99.33	99.33	NA-NA	3.000	HIGH	NA-NA	3	3.569	15229/18735	NZ_AVBB01000361.1 Bacillus megaterium MSP20.1 contig_366, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002862225.1_genomic.fna.gz	0.5609	0.8278	99.10	99.10	NA-NA	3.000	HIGH	NA-NA	3	3.585	15018/19881	PKCP01000127.1 Planctomycetaceae bacterium isolate Plancto5 c_000000000473, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_003144375.1_genomic.fna	0.5609	0.7568	98.51	98.51	NA-NA	3.000	HIGH	NA-NA	3	3.124	11632/18520	NZ_PENV01000012.1 Proteus genomosp. 4 str. ATCC 51469 Scaffold10_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000018625.1_genomic.fna.gz	0.4206	0.6148	99.41	99.07	99.37-99.44	2.250	2.250	2.16-2.33	2	2.531	14608/19491	NC_010067.1 Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001895105.1_genomic.fna.gz	0.4106	0.9947	98.82	98.47	98.79-98.85	2.196	2.196	2.12-2.28	2	2.459	20553/33185	NZ_BDHJ01000001.1 Streptomyces sp. NBRC 110465, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000504145.1_genomic.fna	0.4043	0.6991	98.79	98.42	98.74-98.83	2.162	2.162	2.09-2.26	2	2.501	14031/23010	NZ_KI632495.1 Bacillus cihuensis strain FJAT-14515 Scaffold1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002861865.1_genomic.fna	0.3981	0.3584	98.50	98.12	98.44-98.58	2.129	2.129	1.98-2.25	2	2.393	6881/12405	NZ_PKJA01000001.1 Kocuria rhizophila strain UMB0131 .16933_8_25.1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002723575.1_genomic.fna	0.3849	0.7103	98.85	98.43	98.81-98.89	2.059	2.059	1.99-2.13	2	2.431	15418/25144	NZ_LKCA01000001.1 Pseudomonas viridiflava strain ICMP 8820 scaffold1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001592845.1_genomic.fna.gz	0.3799	0.4446	99.37	98.94	99.33-99.41	2.032	2.032	1.96-2.10	2	2.392	11456/15940	NZ_LSOC01000001.1 Halobacillus sp. KGW1 scaffold1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001749885.1_genomic.fna.gz	0.3708	0.3224	99.42	98.97	99.39-99.48	1.983	1.983	1.88-2.04	2	2.328	8480/11678	NZ_MJOK01000001.1 Listeria monocytogenes strain NRRL B-33406 PROKKA_contig000001, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_900314945.1_genomic.fna	0.3677	0.3436	98.48	98.03	98.44-98.56	1.967	1.967	1.83-2.00	2	2.306	6808/12617	OMXF01000100.1 uncultured Prevotella sp. isolate RUG056 genome assembly, contig: scaffold_18291, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002452915.1_genomic.fna	0.3571	0.2707	98.25	97.77	98.17-98.34	1.910	1.910	1.80-1.99	2	2.320	5061/10182	DKFU01000087.1 TPA_asm: Arcobacter sp. UBA6788 UBA6788_contig_1035, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002105485.1_genomic.fna	0.3389	0.4546	98.35	97.82	98.29-98.41	1.813	1.813	1.73-1.91	2	2.234	9259/18360	NZ_NCSR01000001.1 Leifsonia sp. NCR5 scaffold1.1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000173095.1_genomic.fna.gz	0.3359	0.2034	99.47	98.92	99.40-99.53	1.797	1.797	1.71-1.90	2	2.169	5933/8310	NZ_ABVV01000017.1 Flavobacteria bacterium MS024-2A ctg52, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002707585.1_genomic.fna.gz	0.3291	0.0648	99.86	99.28	99.76-99.96	1.760	1.760	1.62-1.91	2	2.172	2159/2701	PANI01000001.1 Rickettsiales bacterium isolate SAT2731 21970, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002161485.1_genomic.fna	0.3097	0.5128	98.40	97.76	98.35-98.45	1.657	1.657	1.61-1.71	2	2.052	10866/21935	NZ_NFHW01000001.1 Butyricimonas sp. An62 An62_contig_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_900066565.1_genomic.fna.gz	0.3093	0.4098	98.13	97.49	98.08-98.20	1.655	1.655	1.59-1.72	2	2.036	8067/17720	FMEK01000099.1 uncultured Clostridium sp. isolate 2789STDY5834873 genome assembly, contig: SCcontig000099, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000194805.1_genomic.fna.gz	0.3016	0.6556	99.50	98.82	99.46-99.54	1.613	1.613	1.57-1.66	2	2.087	20126/29040	NC_015379.1 Pseudomonas brassicacearum subsp. brassicacearum NFM421, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001425645.1_genomic.fna	0.2616	0.2993	98.86	97.99	98.80-98.92	1.399	1.399	1.35-1.45	2	1.925	8324/15599	NZ_LMCS01000001.1 Microbacterium sp. Root322 contig_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002299665.1_genomic.fna.gz	0.2585	0.2184	98.85	97.96	98.76-98.92	1.382	1.382	1.33-1.44	2	1.897	6055/11454	DBOU01000036.1 TPA_asm: Lachnospiraceae bacterium UBA638 UBA638_contig_101781, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001269545.1_genomic.fna	0.2565	0.5504	98.69	97.80	98.64-98.74	1.372	1.372	1.33-1.41	2	1.877	14839/29597	NZ_LHUY01000001.1 Pseudomonas sp. CMR5c PREFIX_contig_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_000418455.1_genomic.fna.gz	0.2550	1.0290	99.92	99.00	99.89-99.95	1.364	1.364	1.34-1.39	2	1.842	38716/52827	CP006567.1 Streptomyces rapamycinicus NRRL 5491 genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000311925.1_genomic.fna	0.2539	0.2552	98.79	97.88	98.70-98.87	1.358	1.358	1.31-1.43	2	1.835	7074/13730	NZ_HE978577.1 Alistipes obesi isolate ph8, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000821105.2_genomic.fna	0.2402	0.3251	98.53	97.54	98.44-98.62	1.285	1.285	1.22-1.35	2	1.846	7298/15794	NZ_LN651338.1 Halomonas salina strain B6, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002269485.1_genomic.fna.gz	0.2336	0.3794	98.93	97.89	98.86-98.99	1.249	1.249	1.21-1.29	1	1.749	11302/21891	NZ_NQKN01000001.1 Pseudomonas fragi strain F1816 Pseudomonas_fragi_F1816_Contig1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001423135.1_genomic.fna	0.2073	0.2604	98.17	96.95	98.08-98.26	1.109	1.109	1.05-1.17	1	1.637	6557/17139	NZ_LMNY01000001.1 Nocardioides sp. Leaf307 contig_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002838165.1_genomic.fna.gz	0.2020	0.3192	98.20	96.93	98.11-98.27	1.081	1.081	1.04-1.13	1	1.649	7842/20594	NZ_CP015194.1 Shewanella sp. Pdp11 chromosome, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000204605.1_genomic.fna.gz	0.1904	0.4664	99.11	97.73	99.05-99.17	1.018	1.018	0.98-1.05	1	1.612	16311/33256	NZ_AEYX01000046.1 Streptomyces griseoaurantiacus M045 Contig046, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_900098805.1_genomic.fna.gz	0.1843	0.1890	98.07	96.65	97.93-98.21	0.986	0.986	0.93-1.04	1	1.566	4869/14004	NZ_FMSE01000022.1 Microbacteriaceae bacterium strain Alg239_V181, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001270375.1_genomic.fna.gz	0.1765	0.2237	99.37	97.85	99.28-99.45	0.944	0.944	0.91-0.98	1	1.541	8618/16929	NZ_LGVB01000001.1 Clostridium sp. DMHC 10 contig_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_003447825.1_genomic.fna.gz	0.1764	0.1815	99.43	97.90	99.33-99.52	0.943	0.943	0.90-0.99	1	1.558	6942/13388	contig_46
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002872085.1_genomic.fna.gz	0.1760	0.2073	98.03	96.53	97.92-98.16	0.942	0.942	0.90-0.99	1	1.536	5377/16083	NZ_PGGT01000096.1 Zhihengliuella halotolerans strain La12 NODE_100_length_80366_cov_27.942114, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/archaea/GB_GCA_002412065.1_genomic.fna.gz	0.1759	0.0442	99.56	98.02	99.38-99.73	0.941	0.941	0.87-1.02	1	1.527	1805/3350	GG730038.1 Candidatus Parvarchaeum acidiphilum ARMAN-4 genomic scaffold Scf_ARM4contig_1482, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002271785.1_genomic.fna.gz	0.1656	0.2833	98.82	97.18	98.74-98.88	0.886	0.886	0.86-0.92	1	1.508	9577/23235	NZ_NPCL01000001.1 Bacillus sp. 7586-K contig00001, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_900101065.1_genomic.fna.gz	0.1622	0.1174	99.15	97.47	99.00-99.26	0.868	0.868	0.83-0.91	1	1.494	4387/9710	NZ_FNFI01000027.1 Jeotgalicoccus halophilus strain CGMCC 1.8911, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_003451575.1_genomic.fna.gz	0.1603	0.1621	98.89	97.19	98.78-98.99	0.858	0.858	0.82-0.90	1	1.484	5488/13266	contig_10080
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000800175.1_genomic.fna	0.1589	0.2120	97.84	96.14	97.74-97.98	0.850	0.850	0.80-0.89	1	1.473	5312/17977	NZ_JRFJ01000001.1 Aureimonas altamirensis strain ON-56566 NODE_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_000757405.1_genomic.fna.gz	0.1564	0.2326	98.52	96.78	98.44-98.64	0.836	0.836	0.79-0.87	1	1.477	7328/20194	JPKO01000035.1 Pantoea stewartii subsp. indologenes strain LMG 2632 plasmid pPsi1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001247655.1_genomic.fna	0.1550	0.2127	98.72	96.96	98.63-98.83	0.829	0.829	0.79-0.86	1	1.468	7201/18758	NZ_LFWC01000001.1 Gallaecimonas pentaromativorans strain YA_1 contig1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002263605.1_genomic.fna.gz	0.1522	0.3134	99.26	97.47	99.19-99.33	0.814	0.814	0.79-0.84	1	1.500	12505/27715	NZ_NMRE01000100.1 Pseudomonas sp. IB20 NODE_100_length_21647_cov_2.58502, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000255535.1_genomic.fna.gz	0.1515	0.2722	99.20	97.38	99.12-99.28	0.810	0.810	0.78-0.83	1	1.479	10562/24021	NC_017047.1 Rahnella aquatilis HX2, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_900239505.1_genomic.fna	0.1449	0.1129	98.73	96.83	98.57-98.87	0.775	0.775	0.72-0.82	1	1.450	3938/10673	NZ_OENF01000044.1 Tenacibaculum sp. TNO020 strain Tenacibaculum sp. TNO020, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002397985.1_genomic.fna.gz	0.1441	0.1454	99.17	97.25	99.03-99.29	0.771	0.771	0.73-0.81	1	1.433	5625/13333	DHBU01000055.1 TPA_asm: Lachnospiraceae bacterium UBA4920 UBA4920_contig_10062, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000008025.1_genomic.fna.gz	0.1413	0.0569	99.51	97.55	99.34-99.69	0.756	0.756	0.70-0.82	1	1.423	2242/4837	NC_002978.6 Wolbachia endosymbiont of Drosophila melanogaster, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002724435.1_genomic.fna.gz	0.1324	0.0391	97.15	95.11	96.83-97.51	0.708	0.708	0.61-0.80	1	1.335	824/3904	PBOS01000033.1 Chloroflexi bacterium isolate RS385 10653, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002470305.1_genomic.fna.gz	0.1323	0.0763	99.83	97.71	99.65-99.95	0.708	0.708	0.67-0.75	1	1.431	3696/7570	DKOB01000108.1 TPA_asm: Cyanobacteria bacterium UBA7373 UBA7373_contig_10065, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002697465.1_genomic.fna.gz	0.1279	0.0347	98.72	96.57	98.50-99.03	0.684	0.684	0.60-0.74	1	1.340	1222/3601	NZVV01000052.1 Flavobacteriaceae bacterium isolate NAT59 132138, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002311595.1_genomic.fna.gz	0.1265	0.0747	99.57	97.37	99.37-99.73	0.677	0.677	0.64-0.73	1	1.364	3360/7677	DCAS01000075.1 TPA_asm: Dehalococcoidia bacterium UBA1127 UBA1127_contig_100131, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001466965.1_genomic.fna.gz	0.1254	0.2179	99.10	96.88	99.00-99.20	0.671	0.671	0.64-0.70	1	1.464	8869/23657	NZ_LKEM01000001.1 Pseudomonas syringae pv. syringae PD2766 scaffold1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_900066145.1_genomic.fna.gz	0.1097	0.1402	99.13	96.62	99.01-99.31	0.587	0.587	0.54-0.61	1	1.359	5881/17061	FMEX01000048.1 uncultured Blautia sp. isolate 2789STDY5608836 genome assembly, contig: SCcontig000048, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002484025.1_genomic.fna	0.1093	0.0612	98.37	95.87	98.12-98.61	0.585	0.585	0.52-0.64	1	1.299	2057/7602	DLJA01000026.1 TPA_asm: Streptococcus suis isolate UBA7628 UBA7628_contig_1034, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000800955.1_genomic.fna.gz	0.1060	0.1015	98.97	96.39	98.82-99.18	0.567	0.567	0.52-0.60	1	1.349	4156/12993	NZ_JROX01000001.1 Kocuria sp. ZOR0020 L979_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001047015.1_genomic.fna.gz	0.1053	0.1534	99.40	96.80	99.27-99.55	0.563	0.563	0.53-0.59	1	1.295	7227/19811	NZ_BBRO01000001.1 Sphingopyxis sp. C-1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_003513705.1_genomic.fna.gz	0.1046	0.1406	98.59	95.98	98.44-98.79	0.559	0.559	0.51-0.59	1	1.299	5086/18119	UBA8005_contig_2773
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002303785.1_genomic.fna	0.1027	0.1815	98.53	95.88	98.39-98.70	0.549	0.549	0.51-0.58	1	1.306	6408/23576	NZ_MAEN01000001.1 Rahnella victoriana strain BRK18a contig_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002082135.1_genomic.fna	0.1020	0.2062	98.73	96.06	98.60-98.86	0.545	0.545	0.52-0.57	1	1.310	7813/27148	NZ_CP017433.1 Achromobacter ruhlandii strain SCCH3:ACH 33-1365 genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_900105495.1_genomic.fna.gz	0.1013	0.2057	97.67	95.02	97.53-97.82	0.542	0.542	0.51-0.57	1	1.299	5593/27254	NZ_FNTF01000002.1 Pseudomonas frederiksbergensis strain BS3655, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000430605.1_genomic.fna	0.0983	0.1043	98.08	95.35	97.94-98.26	0.526	0.526	0.49-0.55	1	1.290	3306/14482	NZ_KE387170.1 Anaeroarcus burkinensis DSM 6283 H523DRAFT_scaffold00001.1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002418355.1_genomic.fna.gz	0.0974	0.1555	98.08	95.33	97.96-98.27	0.521	0.521	0.49-0.54	1	1.274	4922/21699	DIDX01000009.1 TPA_asm: Sphingobacterium sp. UBA5789 UBA5789_contig_123, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000353565.1_genomic.fna.gz	0.0969	0.1587	99.57	96.76	99.45-99.72	0.518	0.518	0.48-0.54	1	1.288	8039/22307	NZ_APBN01000001.1 Brevibacillus borstelensis AK1 seq_num_001, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000256205.2_genomic.fna.gz	0.0871	0.1384	99.50	96.58	99.38-99.66	0.466	0.466	0.44-0.49	1	2.006	7326/21575	NZ_AIDE02000001.1 Vibrio cyclitrophicus FF75 FF-75_contig_0, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002911475.1_genomic.fna.gz	0.0865	0.0651	99.67	96.60	99.46-99.97	0.463	0.463	0.41-0.50	1	1.245	3469/10129	NZ_PQGL01000001.1 Lactobacillus sp. HT06-2 Scaffold1_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_900066075.1_genomic.fna	0.0838	0.0871	97.77	94.68	97.60-97.98	0.448	0.448	0.41-0.47	1	1.262	2539/13820	FMDQ01000047.1 uncultured Clostridium sp. isolate 2789STDY5608795 genome assembly, contig: SAMEA2393091SCcontig000047, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002367975.1_genomic.fna	0.0814	0.1828	98.55	95.35	98.45-98.71	0.435	0.435	0.41-0.46	1	1.239	6777/29626	NZ_AP018174.1 Anabaenopsis circularis NIES-21 DNA, nearly complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001418245.1_genomic.fna.gz	0.0801	0.0575	99.02	95.77	98.84-99.28	0.428	0.428	0.39-0.46	1	1.232	2568/9803	NZ_LIPU01000001.1 Tepidiphilus thermophilus strain JCM 19170 JCM_19170_01, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002927165.1_genomic.fna	0.0722	0.1342	97.99	94.67	97.86-98.20	0.386	0.386	0.36-0.40	1	1.218	4495/24521	NZ_JPFC01000001.1 Pseudomonas aeruginosa strain T36994 contig1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000279165.1_genomic.fna	0.0710	0.0942	98.29	94.77	98.14-98.51	0.380	0.380	0.35-0.40	1	1.212	3377/17867	NC_018177.1 Pseudomonas stutzeri DSM 10701, complete genome
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002943495.1_genomic.fna.gz	0.0681	0.0966	99.62	95.94	99.48-99.84	0.364	0.364	0.34-0.38	1	1.210	5396/19494	NZ_PTRC01000100.1 Ochrobactrum oryzae strain OA447 ctg447_cotig_100_OA_OA447, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000389825.1_genomic.fna.gz	0.0673	0.1233	99.20	95.51	99.07-99.39	0.360	0.360	0.33-0.37	1	1.177	5971/24841	NZ_KB944423.1 Pandoraea sp. SD6-2 scaffold1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_000437735.1_genomic.fna.gz	0.0645	0.0559	99.40	95.59	99.25-99.69	0.345	0.345	0.31-0.36	1	1.184	2923/11847	FR899312.1 Eubacterium sp. CAG:38 genomic scaffold, scf6, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002930885.1_genomic.fna	0.0644	0.0745	98.10	94.33	97.91-98.42	0.345	0.345	0.31-0.37	1	1.186	2559/15619	NZ_PSVG01000001.1 Rathayibacter sp. AY1F2 AY1F2_1, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_002390555.1_genomic.fna.gz	0.0625	0.0586	99.29	95.40	99.10-99.52	0.335	0.335	0.31-0.36	1	1.171	2973/12785	DGPT01000129.1 TPA_asm: Gammaproteobacteria bacterium UBA4433 UBA4433_contig_10073, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_002079985.1_genomic.fna	0.0575	0.1236	98.60	94.53	98.43-98.84	0.308	0.308	0.28-0.33	1	1.172	5127/29347	NZ_MUHV01000001.1 Pseudomonas sp. T sc_001, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_001405615.1_genomic.fna	0.0568	0.0644	97.10	93.06	96.74-97.44	0.304	0.304	0.27-0.34	1	1.184	1647/15331	NZ_CYXV01000001.1 Roseburia faecis strain 2789STDY5608863, whole genome shotgun sequence
species98/species98_7_R1.fq.gz	release89/bacteria/GB_GCA_003512445.1_genomic.fna.gz	0.0530	0.0628	99.19	94.88	99.02-99.53	0.284	0.284	0.26-0.30	1	1.165	3123/15929	contig_44
species98/species98_7_R1.fq.gz	release89/bacteria/RS_GCF_000283615.1_genomic.fna	0.0515	0.0419	98.56	94.20	98.26-98.94	0.275	0.275	0.24-0.30	1	1.138	1602/10208	NC_016052.1 Tetragenococcus halophilus NBRC 12172 DNA, complete genome
